feature,importance
num__EnclosedPorch,0.0005750162357352025
cat__GarageQual_TA,0.0005741712297256191
cat__Neighborhood_Edwards,0.0005573372083851944
cat__Functional_Typ,0.000530732904523779
cat__LandContour_Lvl,0.000514392575379683
cat__SaleCondition_Normal,0.0005112330589666657
cat__MSZoning_RL,0.0005098477661175029
cat__GarageFinish_RFn,0.000509144959244089
cat__Exterior2nd_VinylSd,0.0004932457848187324
cat__LandSlope_Gtl,0.0004746449563734051
cat__MasVnrType_Stone,0.0004636388381184265
cat__Exterior1st_Wd Sdng,0.00045894427962380206
cat__GarageFinish_Fin,0.0004497851068619331
cat__Neighborhood_Timber,0.0004375105700738304
num__BsmtFinSF2,0.0004245007936581316
cat__FireplaceQu_TA,0.0004232250845453526
cat__HouseStyle_2Story,0.00041925699090077513
cat__FireplaceQu_Ex,0.0004102982970013953
cat__SaleType_WD,0.00040892686700863394
cat__BsmtExposure_Av,0.00040864821434062165
cat__RoofMatl_CompShg,0.00040773270150268223
cat__Exterior1st_MetalSd,0.0004006355083094158
cat__LotConfig_Inside,0.0004001485391237828
cat__HeatingQC_Ex,0.00039924880287662065
cat__RoofStyle_Gable,0.0003957448537379468
cat__Exterior1st_HdBoard,0.0003803684595685837
cat__MasVnrType_None,0.000360606528173549
cat__SaleCondition_Abnorml,0.00035675247868274443
cat__Exterior2nd_MetalSd,0.0003535354441023084
cat__BsmtQual_TA,0.00034876209053606104
num__PoolArea,0.00034269396932980363
cat__RoofStyle_Hip,0.00034236471998184596
cat__BsmtFinType1_ALQ,0.00034115797864768305
cat__HeatingQC_TA,0.00033608350828118205
cat__Condition1_Norm,0.0003353047194526836
cat__LotShape_IR1,0.00033066060479804534
cat__Alley_None,0.00032740738756270436
cat__MasVnrType_BrkFace,0.0003268012451503056
cat__Foundation_PConc,0.00032292029906147115
cat__LandContour_HLS,0.0003142208293611772
cat__BsmtFinType2_ALQ,0.00030656823048050454
cat__Exterior1st_VinylSd,0.0003064485145367087
cat__GarageCond_TA,0.00029081929830241656
cat__Neighborhood_NridgHt,0.00028070001142649565
cat__GarageType_BuiltIn,0.00027481441047569327
cat__BsmtFinType1_Unf,0.0002739772678170987
cat__SaleCondition_Family,0.0002706600770527317
cat__Fence_None,0.0002620680779641776
cat__Exterior2nd_ImStucc,0.00026041902723440236
cat__Neighborhood_CollgCr,0.00025987367661679095
cat__Exterior1st_BrkFace,0.0002517284537891438
cat__ExterCond_TA,0.0002511032822854763
cat__Neighborhood_NAmes,0.00024567528448269174
cat__HeatingQC_Gd,0.00024223655110817426
num__3SsnPorch,0.00023995051086933588
cat__Neighborhood_StoneBr,0.0002368574931523402
cat__ExterCond_Gd,0.00022621939034857567
cat__BldgType_1Fam,0.00022508444998689333
cat__BsmtCond_TA,0.000221602336244552
cat__Neighborhood_OldTown,0.0002215075101806876
cat__PoolQC_Ex,0.0002110439169550489
cat__Exterior2nd_HdBoard,0.00020713302478487193
cat__Foundation_CBlock,0.00020386743927133054
cat__PavedDrive_N,0.00020012934584353516
cat__Condition1_PosN,0.00019743425250478948
cat__HeatingQC_Fa,0.0001907271888686832
cat__Foundation_BrkTil,0.00018972204878984464
cat__LotShape_IR2,0.00018751789245085326
cat__PoolQC_None,0.00018597109661212195
cat__BsmtCond_Fa,0.00018334085046528605
cat__HouseStyle_1Story,0.00018165790239978624
cat__Neighborhood_ClearCr,0.00016607047473596998
cat__BsmtExposure_Mn,0.00016342806649972721
cat__Neighborhood_Somerst,0.00016130392271834114
cat__Exterior2nd_Plywood,0.00015815147007773394
cat__PavedDrive_Y,0.00015297279871805299
cat__Condition1_Feedr,0.00014867623559517505
cat__HouseStyle_1.5Fin,0.0001455350315894512
cat__Fence_GdWo,0.00014260016419920566
cat__Exterior2nd_Wd Sdng,0.00014044932492354275
cat__BsmtFinType1_BLQ,0.00013286484548500097
cat__Functional_Mod,0.00012490538475496215
cat__Exterior1st_Plywood,0.00012204797044950918
cat__LandSlope_Mod,0.00012076610660139282
num__BsmtHalfBath,0.00012040234939046425
cat__BsmtFinType1_Rec,0.00011896970626620701
cat__Alley_Pave,0.00011667167728223989
cat__Exterior1st_Stucco,0.00011487219828982234
cat__BsmtFinType2_Unf,0.00011273262203150027
cat__Neighborhood_Gilbert,0.00010710169218593276
cat__Condition1_Artery,0.00010605309903861578
cat__RoofStyle_Flat,0.00010389857678721294
cat__Condition2_Norm,0.00010235853853698398
cat__Condition2_PosN,0.00010131623270329473
cat__BsmtCond_Gd,0.00010106514222734683
cat__BsmtFinType1_LwQ,9.771604746312891e-05
cat__LandSlope_Sev,9.415954801357304e-05
cat__Exterior1st_CemntBd,9.163112085280617e-05
cat__HouseStyle_SLvl,9.05009760416341e-05
cat__MSZoning_FV,8.854373245318547e-05
cat__Exterior2nd_CmentBd,8.842515904708371e-05
cat__LotConfig_FR3,8.567137887520309e-05
cat__Electrical_SBrkr,8.53058331245728e-05
cat__Fence_GdPrv,8.426665920303028e-05
cat__Neighborhood_Sawyer,8.297519314268579e-05
cat__RoofStyle_Gambrel,8.129913037153328e-05
cat__GarageFinish_None,7.683197219433317e-05
cat__Exterior2nd_Stucco,7.587481285184594e-05
cat__Heating_GasA,6.906247487627429e-05
cat__KitchenQual_Fa,6.743312792475024e-05
cat__FireplaceQu_Po,6.444961439083184e-05
cat__LandContour_Low,6.393887889737942e-05
cat__Neighborhood_NWAmes,6.29919149843252e-05
cat__Electrical_FuseA,6.27160218595164e-05
cat__ExterCond_Fa,6.257729266427841e-05
cat__Exterior1st_BrkComm,5.837560949436515e-05
cat__Exterior2nd_BrkFace,5.751891039901564e-05
cat__PavedDrive_P,5.715315845781617e-05
num__LowQualFinSF,5.5690736087560056e-05
cat__LotConfig_FR2,5.51238310965559e-05
cat__PoolQC_Gd,5.500764340943954e-05
cat__LotShape_IR3,5.41462814905747e-05
cat__Neighborhood_BrkSide,5.3834240965885564e-05
cat__BsmtFinType2_Rec,5.362559027564966e-05
cat__Functional_Min1,5.347590557445774e-05
cat__Alley_Grvl,5.278844753024037e-05
cat__Exterior2nd_Wd Shng,5.267937937677065e-05
cat__RoofMatl_Tar&Grv,5.1195968643042756e-05
cat__Functional_Maj2,5.1185095485857264e-05
cat__Neighborhood_SWISU,5.052459194233437e-05
cat__GarageType_None,4.785072868167127e-05
cat__Condition1_RRAe,4.748742563031511e-05
cat__SaleType_COD,4.6378562256669705e-05
cat__GarageQual_Fa,4.63110789440219e-05
cat__GarageCond_None,4.6026664013818495e-05
cat__BsmtQual_Fa,4.333009958152563e-05
cat__BsmtFinType2_BLQ,4.3063634657670836e-05
cat__Functional_Min2,4.2231416193298035e-05
num__MiscVal,4.2151481227082336e-05
cat__MasVnrType_BrkCmn,3.929181857131634e-05
cat__Condition1_PosA,3.916768092730713e-05
cat__BsmtFinType2_LwQ,3.7141312172133875e-05
cat__BldgType_Duplex,3.673932996216155e-05
cat__MSZoning_C (all),3.658356511328797e-05
cat__SaleCondition_Alloca,3.514901482537335e-05
cat__HouseStyle_2.5Fin,3.373001925177089e-05
cat__Neighborhood_Mitchel,3.337250678684465e-05
cat__GarageQual_None,3.249114573476947e-05
cat__BldgType_TwnhsE,3.2243717152278666e-05
cat__Exterior1st_WdShing,2.9915823583255e-05
cat__GarageType_CarPort,2.9582559560768356e-05
cat__GarageQual_Gd,2.9059158288949684e-05
cat__Exterior2nd_Brk Cmn,2.8956840373535678e-05
cat__Neighborhood_SawyerW,2.782983197436098e-05
cat__Neighborhood_Veenker,2.7628132978168198e-05
cat__Neighborhood_IDOTRR,2.5698079522577878e-05
cat__SaleType_CWD,2.5633265705120107e-05
cat__MSZoning_RH,2.4613822475063563e-05
cat__Functional_Sev,2.3881192516955645e-05
cat__GarageCond_Gd,2.3048729433941685e-05
cat__GarageCond_Fa,2.0892170553827676e-05
cat__Functional_Maj1,2.012796342227073e-05
cat__GarageType_Basment,2.010074820638083e-05
cat__BldgType_Twnhs,1.9453154006865517e-05
cat__Condition1_RRAn,1.9351483784173066e-05
cat__MiscFeature_None,1.907121383259392e-05
cat__RoofMatl_WdShngl,1.8724573486540034e-05
cat__FireplaceQu_Fa,1.8275875698278628e-05
cat__Electrical_FuseF,1.696647747751647e-05
cat__BldgType_2fmCon,1.6607041310908435e-05
cat__RoofStyle_Shed,1.5992172013229952e-05
cat__HouseStyle_2.5Unf,1.5095254577579519e-05
cat__ExterQual_Fa,1.451336376869418e-05
cat__Exterior1st_AsbShng,1.3967042844264659e-05
cat__BsmtFinType2_None,1.3831891208236409e-05
cat__Neighborhood_Blmngtn,1.3711957310913592e-05
cat__Exterior2nd_AsbShng,1.1751431184551775e-05
cat__BsmtFinType1_None,1.1739787358510564e-05
cat__BsmtCond_None,1.0325186739827574e-05
cat__Neighborhood_BrDale,1.0142736655003923e-05
cat__MiscFeature_Shed,9.807811624055286e-06
cat__Heating_GasW,9.704837014226877e-06
cat__SaleType_Con,9.507003240229649e-06
cat__BsmtExposure_None,9.471946961189062e-06
cat__Heating_Grav,9.000783133101558e-06
cat__GarageType_2Types,8.981908420344484e-06
cat__Foundation_Slab,8.255529198936896e-06
cat__BsmtQual_None,8.232794876288824e-06
cat__Heating_OthW,8.220383155034851e-06
cat__Exterior2nd_Other,7.926793256288149e-06
cat__BsmtFinType2_GLQ,7.654137973325317e-06
cat__Neighborhood_MeadowV,7.615472165112691e-06
cat__ExterCond_Ex,7.60787873364479e-06
cat__Neighborhood_NPkVill,7.537745761158514e-06
cat__Exterior2nd_Stone,6.902152417471243e-06
cat__HouseStyle_SFoyer,6.544770734532164e-06
cat__HouseStyle_1.5Unf,6.265642102677701e-06
cat__Street_Grvl,6.19871946743345e-06
cat__Condition1_RRNn,5.913654730723225e-06
cat__SaleType_ConLw,5.614691030760889e-06
cat__Exterior1st_Stone,5.420245841189087e-06
cat__GarageQual_Ex,4.816307483181792e-06
cat__Exterior2nd_AsphShn,4.705979398451897e-06
cat__Fence_MnWw,4.29286213870536e-06
cat__SaleType_ConLI,4.246932839953527e-06
cat__Electrical_FuseP,3.982725270643833e-06
cat__Condition2_Artery,3.905997973719475e-06
cat__GarageCond_Po,3.7365215416832018e-06
cat__RoofMatl_Metal,3.3875878517778524e-06
cat__Street_Pave,3.3577065460746184e-06
cat__SaleType_ConLD,3.3272635659629826e-06
cat__PoolQC_Fa,3.3207659423485557e-06
cat__RoofStyle_Mansard,2.6713859910318663e-06
cat__Heating_Wall,1.9721312691348103e-06
cat__RoofMatl_WdShake,1.6802950744451386e-06
cat__SaleType_Oth,1.5755248215260925e-06
cat__Utilities_AllPub,1.5419527261571359e-06
cat__SaleCondition_AdjLand,1.4672220490357513e-06
cat__Exterior1st_ImStucc,1.415238021426847e-06
cat__Neighborhood_Blueste,1.3612638299835918e-06
cat__Foundation_Stone,1.2794953685770583e-06
cat__MiscFeature_Othr,1.1538090510511618e-06
cat__Condition2_PosA,1.0511609123438546e-06
cat__Utilities_NoSeWa,1.0217018478260546e-06
cat__MiscFeature_Gar2,9.066010319529501e-07
cat__Condition2_RRAe,8.834583176300808e-07
cat__Heating_Floor,7.1157845933544e-07
cat__GarageQual_Po,6.760428901714176e-07
cat__BsmtCond_Po,5.265966619309328e-07
cat__ExterCond_Po,5.041340036367903e-07
cat__Condition2_Feedr,4.653269806697078e-07
cat__Foundation_Wood,4.3197278569778046e-07
cat__RoofMatl_ClyTile,3.9005526050075656e-07
cat__Condition1_RRNe,3.615308501449355e-07
cat__HeatingQC_Po,2.9527884350310376e-07
cat__MiscFeature_TenC,2.692271294660631e-07
cat__Electrical_None,2.4615408530688206e-07
cat__Exterior1st_AsphShn,1.7819470053428772e-07
cat__Exterior2nd_CBlock,1.5739438867211711e-07
cat__GarageCond_Ex,8.142054193761036e-08
cat__RoofMatl_Roll,4.031837728047351e-08
cat__Exterior1st_CBlock,3.3449295851085585e-08
cat__Condition2_RRNn,1.8624217412113837e-08
cat__Condition2_RRAn,1.385994655414379e-08
