feature,importance
cat__HouseStyle_2Story,0.0
cat__HouseStyle_2.5Unf,0.0
cat__HouseStyle_2.5Fin,0.0
cat__HouseStyle_1Story,0.0
cat__HouseStyle_1.5Unf,0.0
cat__HouseStyle_1.5Fin,0.0
cat__BldgType_TwnhsE,0.0
cat__BldgType_Twnhs,0.0
cat__BldgType_2fmCon,0.0
cat__BldgType_1Fam,0.0
cat__Condition2_RRNn,0.0
cat__Exterior1st_CemntBd,0.0
cat__Exterior1st_CBlock,0.0
cat__Exterior1st_BrkFace,0.0
cat__Exterior1st_BrkComm,0.0
cat__Exterior1st_AsbShng,0.0
cat__RoofMatl_WdShngl,0.0
cat__RoofMatl_WdShake,0.0
cat__RoofMatl_Tar&Grv,0.0
cat__RoofMatl_Roll,0.0
cat__RoofMatl_Metal,0.0
cat__RoofMatl_CompShg,0.0
cat__RoofMatl_ClyTile,0.0
cat__RoofStyle_Shed,0.0
cat__RoofStyle_Mansard,0.0
cat__RoofStyle_Hip,0.0
cat__RoofStyle_Gambrel,0.0
cat__Exterior2nd_ImStucc,0.0
cat__Exterior2nd_HdBoard,0.0
cat__Exterior2nd_CmentBd,0.0
cat__Exterior2nd_CBlock,0.0
cat__Exterior2nd_BrkFace,0.0
cat__Exterior2nd_Brk Cmn,0.0
cat__Exterior2nd_AsphShn,0.0
cat__Exterior2nd_AsbShng,0.0
cat__Exterior1st_WdShing,0.0
cat__Exterior1st_Wd Sdng,0.0
cat__Exterior1st_VinylSd,0.0
cat__Exterior1st_Stucco,0.0
cat__Exterior1st_Stone,0.0
cat__Exterior1st_Plywood,0.0
cat__Exterior1st_MetalSd,0.0
cat__MiscFeature_Gar2,0.0
cat__ExterCond_Ex,0.0
cat__Fence_None,0.0
cat__ExterQual_Gd,0.0
cat__PavedDrive_Y,0.0
cat__ExterQual_Ex,0.0
cat__GarageFinish_Fin,0.0
cat__MasVnrType_None,0.0
cat__MasVnrType_BrkFace,0.0
cat__MasVnrType_BrkCmn,0.0
cat__Exterior2nd_Wd Shng,0.0
cat__GarageFinish_None,0.0
cat__Exterior2nd_VinylSd,0.0
cat__Exterior2nd_Stucco,0.0
cat__Exterior2nd_Stone,0.0
cat__Exterior2nd_Plywood,0.0
cat__Exterior2nd_MetalSd,0.0
cat__BsmtCond_Gd,0.0
cat__BsmtCond_Fa,0.0
cat__BsmtQual_TA,0.0
cat__BsmtQual_None,0.0
cat__BsmtQual_Gd,0.0
cat__BsmtQual_Fa,0.0
cat__BsmtQual_Ex,0.0
cat__Foundation_Wood,0.0
cat__Foundation_Stone,0.0
cat__Foundation_Slab,0.0
cat__Foundation_PConc,0.0
cat__Foundation_CBlock,0.0
cat__Foundation_BrkTil,0.0
cat__ExterCond_TA,0.0
cat__ExterCond_Gd,0.0
cat__ExterCond_Fa,0.0
cat__BsmtFinType2_ALQ,0.0
cat__BsmtFinType1_Unf,0.0
cat__BsmtFinType1_Rec,0.0
cat__BsmtFinType1_None,0.0
cat__BsmtFinType1_GLQ,0.0
cat__BsmtFinType1_BLQ,0.0
cat__Fence_MnWw,0.0
cat__BsmtExposure_None,0.0
cat__BsmtExposure_No,0.0
cat__BsmtExposure_Mn,0.0
cat__BsmtExposure_Gd,0.0
cat__BsmtExposure_Av,0.0
cat__BsmtCond_TA,0.0
cat__BsmtCond_Po,0.0
cat__BsmtCond_None,0.0
cat__HeatingQC_Po,0.0
cat__HeatingQC_Gd,0.0
cat__HeatingQC_Fa,0.0
num__MasVnrArea,0.0
cat__Heating_Wall,0.0
cat__Heating_OthW,0.0
cat__Heating_Grav,0.0
cat__Heating_GasW,0.0
cat__Heating_GasA,0.0
cat__Heating_Floor,0.0
cat__BsmtFinType2_Unf,0.0
cat__BsmtFinType2_Rec,0.0
cat__BsmtFinType2_None,0.0
cat__MiscFeature_Shed,0.0
cat__BsmtFinType2_GLQ,0.0
cat__BsmtFinType2_BLQ,0.0
cat__Functional_Min2,0.0
cat__Functional_Min1,0.0
cat__Functional_Maj2,0.0
cat__Functional_Maj1,0.0
cat__KitchenQual_TA,0.0
cat__MiscFeature_Othr,0.0
cat__KitchenQual_Ex,0.0
cat__Electrical_SBrkr,0.0
cat__Electrical_None,0.0
cat__Electrical_FuseP,0.0
cat__Electrical_FuseF,0.0
cat__Electrical_FuseA,0.0
cat__CentralAir_Y,0.0
cat__HeatingQC_TA,0.0
cat__GarageType_None,0.0
cat__GarageType_Detchd,0.0
cat__GarageType_CarPort,0.0
cat__GarageType_BuiltIn,0.0
cat__SaleCondition_Normal,0.0
cat__GarageType_Attchd,0.0
cat__GarageType_2Types,0.0
cat__FireplaceQu_TA,0.0
cat__FireplaceQu_Po,0.0
cat__FireplaceQu_None,0.0
cat__FireplaceQu_Gd,0.0
cat__FireplaceQu_Fa,0.0
cat__FireplaceQu_Ex,0.0
cat__SaleCondition_Alloca,0.0
cat__Functional_Sev,0.0
cat__Functional_Mod,0.0
cat__GarageCond_TA,0.0
cat__GarageCond_Po,0.0
cat__GarageCond_None,0.0
cat__GarageCond_Gd,0.0
cat__GarageCond_Fa,0.0
cat__GarageCond_Ex,0.0
cat__GarageQual_TA,0.0
cat__GarageQual_Po,0.0
cat__GarageQual_None,0.0
cat__GarageQual_Gd,0.0
cat__GarageQual_Fa,0.0
cat__PoolQC_Fa,0.0
cat__PoolQC_Ex,0.0
num__BsmtFinSF2,0.0
cat__Fence_MnPrv,0.0
cat__SaleCondition_AdjLand,0.0
cat__Fence_GdPrv,0.0
cat__PoolQC_None,0.0
cat__PoolQC_Gd,0.0
cat__SaleType_ConLD,0.0
cat__SaleType_Con,0.0
cat__SaleType_CWD,0.0
cat__SaleType_COD,0.0
num__Fireplaces,0.0
cat__SaleCondition_Abnorml,0.0
num__KitchenAbvGr,0.0
num__BedroomAbvGr,0.0
num__HalfBath,0.0
cat__SaleType_WD,0.0
cat__SaleType_New,0.0
cat__SaleType_ConLw,0.0
cat__MSZoning_RM,0.0
cat__MSZoning_RL,0.0
cat__MSZoning_RH,0.0
cat__MSZoning_FV,0.0
cat__MSZoning_C (all),0.0
cat__SaleType_ConLI,0.0
num__MiscVal,0.0
num__PoolArea,0.0
num__ScreenPorch,0.0
num__3SsnPorch,0.0
cat__GarageQual_Ex,0.0
cat__GarageFinish_Unf,0.0
cat__GarageFinish_RFn,0.0
cat__MiscFeature_None,0.0
