feature,importance
cat__Electrical_FuseF,8.821502428843532e-06
cat__HouseStyle_2Story,8.636452674176179e-06
cat__Functional_Min2,8.365947493050519e-06
cat__LotConfig_Corner,8.227737141304266e-06
cat__ExterCond_TA,8.168983739955925e-06
cat__Fence_GdWo,8.145654515839534e-06
cat__Exterior2nd_MetalSd,5.8897736394881516e-06
cat__FireplaceQu_Fa,4.929357039478899e-06
cat__Neighborhood_Somerst,4.645466293147754e-06
cat__SaleType_New,4.500804367707908e-06
cat__BsmtExposure_Mn,4.0550657292875575e-06
cat__HeatingQC_Fa,4.037122960573895e-06
cat__BsmtQual_Ex,4.037122960573895e-06
cat__MSZoning_RL,3.871769581216274e-06
cat__PavedDrive_N,3.6819013079725285e-06
cat__Electrical_FuseA,3.588553742732351e-06
cat__BldgType_Duplex,3.417020873829745e-06
cat__Condition1_RRAn,3.032327912608837e-06
cat__PavedDrive_Y,2.7769737728511546e-06
num__BsmtHalfBath,2.592730079124124e-06
cat__BldgType_2fmCon,2.583758694767293e-06
cat__Neighborhood_BrkSide,2.1317803508701533e-06
cat__LotShape_IR3,1.9970750147523377e-06
cat__GarageQual_TA,1.7942768713661755e-06
cat__SaleType_Con,1.7942768713661755e-06
cat__BsmtFinType1_GLQ,1.7169435382102933e-06
cat__Foundation_CBlock,1.6705913856992707e-06
cat__BsmtFinType2_LwQ,1.3894880091859663e-06
cat__MiscFeature_None,1.3229849312256504e-06
cat__FireplaceQu_Ex,1.172260889291108e-06
cat__BsmtCond_None,1.1483371976743524e-06
cat__GarageFinish_None,8.791956669694261e-07
cat__BsmtFinType1_Rec,6.466573844403698e-07
cat__BsmtCond_Gd,6.459396736918232e-07
cat__GarageCond_Fa,6.459396736918232e-07
cat__GarageQual_None,6.459396736918232e-07
cat__BsmtFinType2_GLQ,6.459396736918232e-07
cat__GarageCond_Po,5.98092290456122e-07
num__3SsnPorch,5.361480154706961e-07
cat__ExterCond_Gd,4.7440680478921683e-07
cat__HouseStyle_2.5Unf,4.485692178415439e-07
cat__BsmtQual_Fa,2.870842994185881e-07
cat__GarageQual_Gd,2.5909358022527576e-07
cat__RoofMatl_CompShg,2.074184063299299e-07
cat__Fence_MnWw,1.6172415533959426e-07
cat__BldgType_Twnhs,1.614849184229558e-07
cat__BsmtFinType2_Unf,1.4970250030034575e-07
cat__GarageQual_Fa,1.4952307261444117e-07
cat__Fence_GdPrv,7.751276084301878e-08
cat__GarageCond_None,7.177107485464702e-08
cat__GarageType_None,7.177107485464702e-08
cat__SaleType_ConLD,7.177107485464702e-08
cat__BsmtCond_Fa,7.177107485464702e-08
cat__Neighborhood_Blmngtn,4.59334879069741e-08
cat__MasVnrType_None,2.583758694767293e-08
cat__PavedDrive_P,1.7942768713661756e-08
cat__KitchenQual_Fa,1.7942768713661756e-08
num__KitchenAbvGr,9.569476635422258e-10
cat__Neighborhood_Timber,0.0
cat__Exterior2nd_ImStucc,0.0
cat__Neighborhood_Gilbert,0.0
cat__Neighborhood_MeadowV,0.0
cat__Neighborhood_NPkVill,0.0
cat__Exterior2nd_CBlock,0.0
cat__Exterior2nd_BrkFace,0.0
cat__Neighborhood_StoneBr,0.0
cat__Neighborhood_NoRidge,0.0
cat__Neighborhood_IDOTRR,0.0
cat__Exterior2nd_AsbShng,0.0
cat__Exterior2nd_AsphShn,0.0
cat__Exterior2nd_Brk Cmn,0.0
cat__Exterior1st_AsphShn,0.0
cat__Exterior1st_AsbShng,0.0
cat__Exterior1st_CBlock,0.0
cat__Exterior1st_BrkComm,0.0
cat__RoofMatl_WdShngl,0.0
cat__RoofMatl_WdShake,0.0
cat__Exterior1st_CemntBd,0.0
cat__Exterior1st_ImStucc,0.0
cat__RoofStyle_Flat,0.0
cat__HouseStyle_SFoyer,0.0
cat__Exterior1st_Stone,0.0
cat__Exterior1st_Plywood,0.0
cat__Exterior1st_Stucco,0.0
cat__RoofMatl_Metal,0.0
cat__RoofMatl_Roll,0.0
cat__RoofMatl_Tar&Grv,0.0
cat__Condition1_RRNe,0.0
cat__Condition1_PosN,0.0
cat__Condition1_RRNn,0.0
cat__Condition2_Norm,0.0
cat__Condition2_Feedr,0.0
cat__Condition2_Artery,0.0
cat__Condition2_PosN,0.0
cat__Condition2_RRNn,0.0
cat__BldgType_TwnhsE,0.0
cat__HouseStyle_2.5Fin,0.0
cat__HouseStyle_1.5Unf,0.0
cat__Condition2_PosA,0.0
cat__Condition2_RRAn,0.0
cat__Condition2_RRAe,0.0
cat__Neighborhood_Veenker,0.0
cat__Condition1_Artery,0.0
cat__SaleType_CWD,0.0
cat__SaleType_COD,0.0
cat__MiscFeature_TenC,0.0
cat__SaleType_ConLI,0.0
num__LowQualFinSF,0.0
cat__MiscFeature_Shed,0.0
cat__MiscFeature_Othr,0.0
cat__MiscFeature_Gar2,0.0
cat__SaleType_ConLw,0.0
cat__SaleType_Oth,0.0
cat__RoofStyle_Shed,0.0
cat__RoofStyle_Mansard,0.0
cat__RoofMatl_ClyTile,0.0
cat__ExterCond_Po,0.0
cat__Exterior2nd_Wd Shng,0.0
cat__ExterQual_Fa,0.0
cat__Electrical_SBrkr,0.0
cat__Electrical_None,0.0
cat__Electrical_FuseP,0.0
cat__HeatingQC_Po,0.0
cat__Heating_Wall,0.0
cat__Heating_GasW,0.0
cat__Heating_Grav,0.0
cat__Heating_OthW,0.0
cat__BsmtFinType2_Rec,0.0
cat__BsmtFinType2_None,0.0
cat__Heating_Floor,0.0
cat__BsmtCond_Po,0.0
cat__BsmtFinType1_None,0.0
cat__BsmtFinType1_LwQ,0.0
cat__BsmtFinType2_ALQ,0.0
cat__BsmtFinType2_BLQ,0.0
cat__BsmtExposure_None,0.0
cat__BsmtQual_None,0.0
cat__ExterCond_Ex,0.0
cat__ExterCond_Fa,0.0
cat__ExterQual_Ex,0.0
cat__Exterior2nd_Stone,0.0
cat__Exterior2nd_Other,0.0
cat__Foundation_Wood,0.0
cat__LotConfig_FR3,0.0
cat__Foundation_Slab,0.0
cat__Foundation_Stone,0.0
cat__LandSlope_Mod,0.0
cat__LandSlope_Sev,0.0
cat__Neighborhood_Blueste,0.0
cat__Neighborhood_BrDale,0.0
cat__Neighborhood_ClearCr,0.0
cat__Exterior2nd_Stucco,0.0
cat__GarageQual_Ex,0.0
cat__GarageType_2Types,0.0
cat__GarageType_Basment,0.0
cat__Functional_Sev,0.0
cat__Functional_Min1,0.0
cat__Street_Grvl,0.0
cat__KitchenQual_Ex,0.0
cat__Alley_Pave,0.0
cat__Alley_Grvl,0.0
cat__LandContour_HLS,0.0
cat__LandContour_Low,0.0
cat__LandContour_Lvl,0.0
cat__Utilities_AllPub,0.0
cat__Utilities_NoSeWa,0.0
cat__Functional_Maj1,0.0
cat__Street_Pave,0.0
cat__FireplaceQu_Po,0.0
cat__MSZoning_FV,0.0
cat__MSZoning_C (all),0.0
num__MiscVal,0.0
num__PoolArea,0.0
cat__GarageCond_Ex,0.0
cat__MSZoning_RH,0.0
cat__GarageCond_Gd,0.0
cat__PoolQC_None,0.0
cat__PoolQC_Fa,0.0
cat__PoolQC_Gd,0.0
cat__SaleCondition_AdjLand,0.0
cat__SaleCondition_Alloca,0.0
cat__SaleCondition_Family,0.0
cat__SaleCondition_Partial,0.0
