feature,importance
cat__BsmtFinType2_None,0.002934110218410118
cat__GarageQual_Fa,0.002871133967743088
cat__Heating_Wall,0.0027771560132584107
cat__Exterior2nd_Wd Sdng,0.002756224930941907
cat__Foundation_PConc,0.002735288182227187
cat__BsmtCond_None,0.0027237542348812218
cat__BsmtExposure_No,0.0026946666257805915
cat__HouseStyle_2Story,0.002679848994854264
cat__RoofStyle_Gable,0.002678679384943825
cat__LotShape_IR1,0.002678559336411744
cat__Condition1_Norm,0.002659328928692216
num__BsmtFullBath,0.0026170393345171404
cat__LotConfig_Inside,0.002582760681964255
cat__Exterior2nd_HdBoard,0.0025810675724286603
cat__Exterior2nd_VinylSd,0.0025739307137058126
cat__Foundation_BrkTil,0.0025442337329649404
cat__BldgType_Twnhs,0.002527503444375587
cat__Neighborhood_Edwards,0.0025267676045165077
cat__Fence_None,0.0025120997021006665
cat__Exterior1st_HdBoard,0.002459962984334201
cat__KitchenQual_Gd,0.002412670805925455
num__HalfBath,0.00232936411481954
cat__LotShape_Reg,0.002298308023038286
cat__BsmtFinType1_Rec,0.002293010281558469
cat__GarageFinish_Unf,0.002290446420829778
cat__GarageType_Detchd,0.002269252499888933
cat__Exterior2nd_Stucco,0.0022614027063230903
cat__ExterCond_TA,0.002250664469850184
cat__BsmtFinType1_BLQ,0.002212963325895062
cat__FireplaceQu_Gd,0.002198265399441085
cat__BldgType_2fmCon,0.0021774596639414353
cat__MasVnrType_BrkFace,0.002156081152717851
cat__HouseStyle_1.5Fin,0.0021466265909082403
cat__Neighborhood_BrDale,0.002136294226821399
num__MiscVal,0.0021301478397342047
cat__Electrical_FuseF,0.0021190888831356457
cat__Exterior1st_VinylSd,0.0021099898894407242
cat__Fence_GdWo,0.0020758698269972876
cat__Foundation_Slab,0.002038294187682523
cat__Condition1_Feedr,0.0020015044780992744
num__BsmtFinSF2,0.0019803946659608883
cat__RoofStyle_Hip,0.00197008841001219
cat__BsmtQual_Gd,0.001965546063711242
cat__Exterior1st_CemntBd,0.001956712978282459
cat__BsmtCond_Fa,0.0019219501918345638
cat__ExterQual_Fa,0.0018985650402519802
cat__Exterior2nd_CmentBd,0.0018914060809260868
cat__Condition1_Artery,0.0018592365685314604
cat__LandContour_Lvl,0.0018096770016669886
cat__BsmtExposure_Mn,0.0018044862752019319
num__KitchenAbvGr,0.0017888939735047874
cat__ExterQual_Gd,0.001784821856107276
cat__ExterCond_Fa,0.0017514425936385563
cat__Fence_MnPrv,0.0017471121992524512
cat__Functional_Min2,0.0016685891748616578
cat__MiscFeature_Shed,0.001630471957813504
cat__Alley_Grvl,0.0016128647140489958
cat__BsmtFinType2_Unf,0.0016052122566017591
cat__GarageFinish_RFn,0.0015576782438644083
cat__LotConfig_Corner,0.001517629227612936
cat__PoolQC_Ex,0.001507649545983247
cat__ExterCond_Gd,0.0014947233121062552
cat__SaleType_WD,0.0014917212738360878
num__BsmtHalfBath,0.0014808462827828489
cat__SaleCondition_Family,0.0014644113703782935
cat__KitchenQual_Fa,0.001455944629401256
cat__Neighborhood_NAmes,0.001422434020989032
cat__LotConfig_FR2,0.0014179051454611704
cat__BsmtFinType1_LwQ,0.0013988198108249934
cat__GarageType_CarPort,0.0013961255018192671
cat__Alley_None,0.0013513766233575167
cat__MasVnrType_BrkCmn,0.0013225117416544314
cat__BsmtExposure_Gd,0.0013174069716351616
cat__GarageType_BuiltIn,0.001282426302051185
cat__Functional_Min1,0.0012814422047408849
cat__MasVnrType_None,0.001279263635121763
cat__Exterior1st_AsbShng,0.0012629483594774249
cat__Neighborhood_SawyerW,0.001261907135076123
cat__FireplaceQu_Po,0.0012330533912855556
cat__Exterior1st_BrkComm,0.0012059402081571564
cat__LandContour_Bnk,0.0011925963214453486
cat__BldgType_Duplex,0.0011891959047963146
cat__Exterior2nd_Plywood,0.0011870354593056702
cat__MSZoning_C (all),0.0011759598080852485
cat__MiscFeature_None,0.0011704831998887398
num__ScreenPorch,0.0011608645842486694
cat__FireplaceQu_TA,0.001158933633983168
cat__Exterior1st_Stucco,0.0011250857422095619
cat__Neighborhood_BrkSide,0.0010735429090521506
cat__ExterQual_TA,0.0010710818355303805
cat__Exterior1st_Plywood,0.0010231874484768729
cat__Exterior2nd_Wd Shng,0.00099080933848383
cat__LotConfig_CulDSac,0.0009623756869891137
cat__Exterior2nd_AsbShng,0.0009273660710759359
cat__BsmtExposure_Av,0.0009147819342710931
cat__KitchenQual_Ex,0.0009072576237708792
cat__ExterQual_Ex,0.0008808076861501673
cat__Functional_Mod,0.0008520900793792741
cat__Functional_Maj2,0.0008250187726117617
cat__SaleCondition_Alloca,0.0008179397269710444
cat__GarageFinish_Fin,0.0008000520435312373
cat__BldgType_TwnhsE,0.000794795254175199
cat__Condition2_Artery,0.0007918301686733293
cat__Exterior2nd_Brk Cmn,0.0007699852865606015
cat__SaleType_Oth,0.0007242041655005009
cat__HeatingQC_Po,0.0007039166828933015
cat__BsmtFinType2_ALQ,0.0006873256463194604
cat__Neighborhood_SWISU,0.0006778185361152696
cat__BsmtFinType1_GLQ,0.0006673968826006703
cat__Neighborhood_NoRidge,0.0006666029926435764
cat__BsmtFinType2_BLQ,0.000656618986447063
cat__SaleType_New,0.0006345384669173761
cat__HouseStyle_1.5Unf,0.000624411645604716
cat__Street_Pave,0.0006216838299515309
cat__BsmtFinType2_LwQ,0.0006199908240633277
cat__SaleType_COD,0.0006068185936683883
cat__Neighborhood_Sawyer,0.000600784352694035
cat__SaleType_ConLD,0.0005997535043704618
cat__Exterior1st_WdShing,0.0005977236449783341
cat__SaleType_ConLw,0.0005762027896034365
cat__Heating_GasW,0.0005721958196894399
cat__LandSlope_Mod,0.0005568630517013704
cat__LandContour_Low,0.0005566732012651227
cat__PoolQC_None,0.0005454087382271164
cat__Exterior2nd_Stone,0.000538416011890297
cat__HouseStyle_SFoyer,0.0005165087281370892
num__LowQualFinSF,0.0005088629381994755
cat__MSZoning_RH,0.0005004373073530012
cat__RoofStyle_Mansard,0.000497844071342569
cat__LandSlope_Gtl,0.0004851015964768854
cat__MasVnrType_Stone,0.00048078899140633973
cat__Heating_Grav,0.0004701086796983454
cat__Condition1_RRAe,0.00046968833922383897
cat__GarageType_2Types,0.0004643952335779394
cat__LandContour_HLS,0.00045834607483657465
cat__Alley_Pave,0.00044247752366085414
cat__Neighborhood_NridgHt,0.0004404548059985832
cat__Exterior2nd_BrkFace,0.0004331371182947792
cat__SaleCondition_Partial,0.00041134034862653975
cat__BsmtFinType2_Rec,0.0004102347664330004
cat__GarageQual_Po,0.00039924318558300185
cat__Exterior2nd_ImStucc,0.00039684746309616155
num__PoolArea,0.0003893740007447919
cat__Condition2_Norm,0.000378864311202691
cat__Exterior1st_BrkFace,0.0003543817251755163
cat__BsmtQual_Ex,0.0003528666363634644
cat__RoofMatl_CompShg,0.00032923341832727057
cat__RoofMatl_WdShngl,0.0003261600503502986
cat__HouseStyle_2.5Unf,0.0003150348999538903
cat__Neighborhood_StoneBr,0.0003112688533910854
cat__GarageCond_Po,0.0002970294912976815
cat__Street_Grvl,0.00029694504761536473
cat__GarageType_Basment,0.00029197922560785883
cat__Neighborhood_Mitchel,0.00028684240139240845
cat__Neighborhood_CollgCr,0.00028372461361357744
cat__Neighborhood_NWAmes,0.00026249301464366766
cat__SaleCondition_AdjLand,0.0002527373077327148
cat__Condition1_PosN,0.00024163057182367123
cat__RoofStyle_Gambrel,0.00023004438614527607
cat__Heating_Floor,0.000224486262325369
cat__Electrical_FuseP,0.00022041632562900949
cat__MSZoning_FV,0.00021902164425404084
cat__HouseStyle_SLvl,0.00021239495807399245
cat__BsmtCond_Gd,0.0002038153886907001
cat__LandSlope_Sev,0.00017968968894536806
cat__Condition2_Feedr,0.00016769129470754933
cat__GarageQual_Gd,0.00015922966375081512
cat__Neighborhood_Crawfor,0.00015561223104857943
cat__MiscFeature_Othr,0.00015448508140990575
cat__Neighborhood_Gilbert,0.00015333929683001497
cat__Fence_GdPrv,0.00013915700559634237
cat__LotShape_IR2,0.00012719334725801932
cat__FireplaceQu_Ex,0.00011501215859575278
cat__Condition1_RRNn,0.0001036204726582167
cat__RoofStyle_Flat,9.86788509179621e-05
cat__RoofMatl_Tar&Grv,9.369372430178076e-05
cat__BsmtCond_Po,9.230898576129885e-05
cat__Fence_MnWw,8.910245914254273e-05
cat__LotShape_IR3,8.593520098180524e-05
cat__HouseStyle_2.5Fin,8.232505091914407e-05
cat__PoolQC_Gd,7.47436126123882e-05
cat__Functional_Maj1,7.38874246520537e-05
cat__GarageCond_Gd,7.356880728310383e-05
cat__Condition1_RRAn,7.091928627839207e-05
cat__RoofMatl_Roll,5.891559316108831e-05
cat__Foundation_Stone,5.5361103214537897e-05
cat__Neighborhood_Timber,5.500348022694922e-05
cat__SaleType_ConLI,5.436654929738919e-05
cat__LotConfig_FR3,5.128658737900196e-05
cat__BsmtFinType2_GLQ,4.362297768107595e-05
cat__Condition2_PosN,4.308969333640765e-05
cat__FireplaceQu_Fa,4.284373093583883e-05
cat__RoofMatl_ClyTile,3.728068075544449e-05
cat__Condition2_RRAn,3.603679843723002e-05
cat__Functional_Sev,2.775772591028051e-05
cat__Neighborhood_ClearCr,2.6398633520542236e-05
cat__Condition1_PosA,2.3294402961261084e-05
cat__Foundation_Wood,1.9714327911049223e-05
num__3SsnPorch,1.6119287610949304e-05
cat__SaleType_CWD,1.1019670489209239e-05
cat__Neighborhood_Somerst,8.134644383103787e-06
cat__Condition1_RRNe,3.109056726163537e-07
cat__Condition2_RRNn,1.2219117227364437e-07
cat__Condition2_RRAe,0.0
cat__Neighborhood_Blueste,0.0
cat__MiscFeature_TenC,0.0
cat__SaleType_Con,0.0
cat__Neighborhood_Blmngtn,0.0
cat__Neighborhood_Veenker,0.0
cat__Neighborhood_NPkVill,0.0
cat__Condition2_PosA,0.0
cat__Exterior2nd_CBlock,0.0
cat__Exterior2nd_AsphShn,0.0
cat__Exterior1st_Stone,0.0
cat__Exterior1st_CBlock,0.0
cat__RoofMatl_Metal,0.0
cat__RoofStyle_Shed,0.0
cat__RoofMatl_WdShake,0.0
cat__ExterCond_Ex,0.0
cat__Electrical_None,0.0
cat__Heating_OthW,0.0
cat__Utilities_AllPub,0.0
cat__Utilities_NoSeWa,0.0
cat__GarageCond_Ex,0.0
cat__GarageQual_Ex,0.0
cat__PoolQC_Fa,0.0
cat__MiscFeature_Gar2,0.0
