indice_original,is_anomaly,prediction,anomaly_score,decision_function,SalePrice
167,False,1,0.43694911796720487,0.06305088203279513,325624
168,False,1,0.373566532550553,0.126433467449447,183500
169,False,1,0.4731802914842928,0.026819708515707197,228000
170,False,1,0.43034771411636336,0.06965228588363664,128500
171,False,1,0.450520489075736,0.049479510924264,215000
172,False,1,0.4295177587970025,0.07048224120299751,239000
173,False,1,0.4077047830381097,0.0922952169618903,163000
174,False,1,0.41057547192840127,0.08942452807159873,184000
175,False,1,0.41351676678640803,0.08648323321359197,243000
176,False,1,0.4534323338352604,0.04656766616473962,211000
177,False,1,0.41465599024682626,0.08534400975317374,172500
178,False,1,0.49150291973708277,0.008497080262917234,501837
179,False,1,0.4169352029215411,0.08306479707845887,100000
180,False,1,0.4007617177816883,0.09923828221831171,177000
181,False,1,0.44397784737803647,0.05602215262196353,200100
182,False,1,0.4244611742952308,0.07553882570476922,120000
183,False,1,0.40654753182633663,0.09345246817366337,200000
184,False,1,0.4025699322466777,0.0974300677533223,127000
185,True,-1,0.6163650356810528,-0.11636503568105283,475000
186,False,1,0.3711457425486788,0.12885425745132117,173000
187,False,1,0.46051548306383844,0.03948451693616156,135000
188,False,1,0.492828582884671,0.007171417115328982,153337
189,False,1,0.45817074227067894,0.04182925772932106,286000
190,False,1,0.4648272837942575,0.03517271620574253,315000
191,False,1,0.4098335627157454,0.09016643728425461,184000
192,False,1,0.38318390205392366,0.11681609794607634,192000
193,False,1,0.4101285775671415,0.0898714224328585,130000
194,False,1,0.3746324762307702,0.12536752376922983,127000
195,False,1,0.3988193722960869,0.10118062770391312,148500
196,False,1,0.4395270012606022,0.06047299873939782,311872
197,True,-1,0.6186784583880431,-0.11867845838804314,235000
198,False,1,0.498168466662827,0.001831533337173008,104000
199,False,1,0.4348219644364314,0.0651780355635686,274900
200,False,1,0.40201041776387947,0.09798958223612053,140000
201,False,1,0.43747217969057145,0.06252782030942855,171500
202,False,1,0.4307541222400919,0.06924587775990809,112000
203,False,1,0.4300916544864619,0.06990834551353808,149000
204,False,1,0.4034700928536758,0.0965299071463242,110000
205,False,1,0.4324556078782183,0.0675443921217817,180500
206,False,1,0.4142501091835327,0.08574989081646728,143900
207,False,1,0.398262226225574,0.101737773774426,141000
208,False,1,0.40607888660264274,0.09392111339735726,277000
209,False,1,0.37888720930424574,0.12111279069575426,145000
210,False,1,0.4256172656456276,0.07438273435437243,98000
211,False,1,0.3973089828243076,0.1026910171756924,186000
212,False,1,0.3932426824052891,0.10675731759471091,252678
213,False,1,0.42479313082562414,0.07520686917437586,156000
214,False,1,0.4131941487391112,0.0868058512608888,161750
215,False,1,0.4174510865726164,0.08254891342738357,134450
216,False,1,0.38904224561254924,0.11095775438745076,210000
217,False,1,0.44161615530684717,0.05838384469315283,107000
218,False,1,0.49912403728138266,0.0008759627186173402,311500
219,False,1,0.40703322400863673,0.09296677599136327,167240
220,False,1,0.40640318924426844,0.09359681075573156,204900
221,False,1,0.40160223534471917,0.09839776465528083,200000
222,False,1,0.40873477779958556,0.09126522220041444,179900
223,False,1,0.4008667283273483,0.09913327167265168,97000
224,False,1,0.4826636042797967,0.01733639572020329,386250
225,False,1,0.4193823129527696,0.08061768704723038,112000
226,False,1,0.41163879490518446,0.08836120509481554,290000
227,False,1,0.4343974468965715,0.0656025531034285,106000
228,False,1,0.37972537669546,0.12027462330453997,125000
229,False,1,0.39935449628504066,0.10064550371495934,192500
230,False,1,0.41695702648858785,0.08304297351141215,148000
231,False,1,0.49376335256254267,0.006236647437457332,403000
232,False,1,0.4329342653553001,0.06706573464469989,94500
233,False,1,0.43430240597284897,0.06569759402715103,128200
234,False,1,0.4275031825106477,0.07249681748935233,216500
235,False,1,0.46311533708395575,0.03688466291604425,89500
236,False,1,0.391140585914625,0.10885941408537497,185500
237,False,1,0.434507032165672,0.06549296783432801,194500
238,False,1,0.4333371795453922,0.06666282045460781,318000
239,False,1,0.41217068760138875,0.08782931239861125,113000
240,False,1,0.4161453017976596,0.08385469820234043,262500
241,False,1,0.4311538381105263,0.06884616188947368,110500
242,False,1,0.42147445311687,0.07852554688313002,79000
243,False,1,0.402909546038834,0.097090453961166,120000
244,False,1,0.414394925802654,0.08560507419734598,205000
245,False,1,0.42787210338616605,0.07212789661383395,241500
246,True,-1,0.5154991467836686,-0.015499146783668594,137000
247,False,1,0.38771849717484985,0.11228150282515015,140000
248,False,1,0.37937907286065564,0.12062092713934436,180000
249,True,-1,0.5251431784643307,-0.025143178464330673,277000
250,False,1,0.4685542290526341,0.03144577094736589,76500
251,False,1,0.4864164253458142,0.013583574654185804,235000
252,False,1,0.38355757972539184,0.11644242027460816,173000
253,False,1,0.4561618618734474,0.04383813812655257,158000
254,False,1,0.3975803319776067,0.10241966802239327,145000
255,False,1,0.41145925790317195,0.08854074209682805,230000
256,False,1,0.381425007150368,0.11857499284963202,207500
257,False,1,0.40513303465086764,0.09486696534913236,220000
258,False,1,0.4042576432935889,0.09574235670641112,231500
259,False,1,0.4102874318260795,0.08971256817392048,97000
260,False,1,0.46718055801779335,0.032819441982206654,176000
261,False,1,0.4423725414444695,0.057627458555530475,276000
262,False,1,0.394697501077008,0.10530249892299198,151000
263,False,1,0.449812544743133,0.05018745525686702,130000
264,False,1,0.39191888482591203,0.10808111517408797,73000
265,False,1,0.38071637438424516,0.11928362561575484,175500
266,False,1,0.3810913933121018,0.11890860668789821,185000
267,False,1,0.4543054688154161,0.045694531184583886,179500
268,False,1,0.4107596851400323,0.0892403148599677,120500
269,False,1,0.3985020500280313,0.1014979499719687,148000
270,False,1,0.40639093906337076,0.09360906093662924,266000
271,False,1,0.47112809760388913,0.02887190239611087,241500
272,False,1,0.4240588993065332,0.07594110069346682,290000
273,False,1,0.41068901065758806,0.08931098934241194,139000
274,False,1,0.38063504362156453,0.11936495637843547,124500
275,False,1,0.42514681703640655,0.07485318296359345,205000
276,False,1,0.42001427584920903,0.07998572415079097,201000
277,False,1,0.4324104881485727,0.06758951185142731,141000
278,False,1,0.4674294851630131,0.03257051483698692,415298
279,False,1,0.39554146478923985,0.10445853521076015,192000
280,False,1,0.42764988262534254,0.07235011737465746,228500
281,False,1,0.3877555090242866,0.11224449097571337,185000
282,False,1,0.3958441618855677,0.1041558381144323,207500
283,False,1,0.4166535145237471,0.0833464854762529,244600
284,False,1,0.40353910484255867,0.09646089515744133,179200
285,False,1,0.4047746339564833,0.09522536604351672,164700
286,False,1,0.38959725257729955,0.11040274742270045,159000
287,False,1,0.4124736966058013,0.0875263033941987,88000
288,False,1,0.38214943051882927,0.11785056948117073,122000
289,False,1,0.42408614699226627,0.07591385300773373,153575
290,False,1,0.4023407863377684,0.09765921366223163,233230
291,False,1,0.48342028582020413,0.016579714179795868,135900
292,False,1,0.4290450866426761,0.0709549133573239,131000
293,False,1,0.43346167203093255,0.06653832796906745,235000
294,False,1,0.4285112033561956,0.07148879664380442,167000
295,False,1,0.3900341734209831,0.10996582657901688,142500
296,False,1,0.4010461544590211,0.09895384554097891,152000
297,False,1,0.42699668131954294,0.07300331868045706,239000
298,False,1,0.4413898038730215,0.05861019612697849,175000
299,False,1,0.4401087954371009,0.05989120456289909,158500
300,False,1,0.433786675065074,0.06621332493492599,157000
301,False,1,0.40380840391711775,0.09619159608288225,267000
302,False,1,0.44772638865715364,0.05227361134284636,205000
303,False,1,0.39168887447916756,0.10831112552083244,149900
304,True,-1,0.5202256918807828,-0.020225691880782826,295000
305,False,1,0.43068970852801114,0.06931029147198886,305900
306,False,1,0.45323454332096247,0.04676545667903753,225000
307,False,1,0.42805056475780545,0.07194943524219455,89500
308,False,1,0.4008869167191834,0.09911308328081658,82500
309,False,1,0.46749328982336746,0.032506710176632536,360000
310,False,1,0.3790061114836965,0.1209938885163035,165600
311,False,1,0.38877659960653144,0.11122340039346856,132000
312,False,1,0.447984248272285,0.052015751727715,119900
313,True,-1,0.5509224705736354,-0.050922470573635414,375000
314,False,1,0.46828930477798447,0.03171069522201553,178000
315,False,1,0.3740640247287744,0.12593597527122558,188500
316,False,1,0.4332965977803626,0.06670340221963739,260000
317,False,1,0.4115145335613628,0.0884854664386372,270000
318,False,1,0.4602768442623493,0.03972315573765067,260000
319,False,1,0.3990972744786884,0.10090272552131158,187500
320,False,1,0.48056114385786725,0.019438856142132754,342643
321,False,1,0.4408093932847848,0.0591906067152152,354000
322,False,1,0.45518582436268884,0.04481417563731116,301000
323,False,1,0.424918878995528,0.075081121004472,126175
324,False,1,0.46251008294747487,0.037489917052525135,242000
325,False,1,0.4273439782187339,0.07265602178126612,87000
326,False,1,0.4689076367034294,0.031092363296570613,324000
327,False,1,0.3950043660022485,0.10499563399775153,145250
328,False,1,0.47139112654629717,0.028608873453702832,214500
329,False,1,0.4267053030218417,0.07329469697815832,78000
330,True,-1,0.5237454202446356,-0.02374542024463555,119000
331,False,1,0.3748691880404319,0.1251308119595681,139000
332,False,1,0.4535278425859846,0.04647215741401539,284000
333,False,1,0.38249934350136555,0.11750065649863445,207000
334,False,1,0.3916515189536728,0.10834848104632722,192000
335,True,-1,0.5552299542773435,-0.05522995427734345,228950
336,False,1,0.4165935122778207,0.08340648772217929,377426
337,False,1,0.3924873855938849,0.10751261440611509,214000
338,False,1,0.41495386290144726,0.08504613709855274,202500
339,False,1,0.4071196870251885,0.09288031297481147,155000
340,False,1,0.4077477330217549,0.09225226697824512,202900
341,False,1,0.4140105791101673,0.08598942088983269,82000
342,False,1,0.4657483928083943,0.03425160719160569,87500
343,False,1,0.44787164847348476,0.05212835152651524,266000
344,False,1,0.45687385248362017,0.04312614751637983,85000
345,False,1,0.3992039983859542,0.10079600161404578,140200
346,False,1,0.43100854316078974,0.06899145683921026,151500
347,False,1,0.41958000493072106,0.08041999506927894,157500
348,False,1,0.4200840376776606,0.07991596232233938,154000
349,True,-1,0.5076252250657565,-0.007625225065756469,437154
350,False,1,0.4355447479379735,0.06445525206202651,318061
351,False,1,0.4373698384463952,0.06263016155360479,190000
352,False,1,0.46057696279563376,0.03942303720436624,95000
353,False,1,0.4083014968558844,0.0916985031441156,105900
354,False,1,0.42165157887575433,0.07834842112424567,140000
355,False,1,0.3924947757277938,0.10750522427220621,177500
356,False,1,0.37160078022548365,0.12839921977451635,173000
357,False,1,0.41026147097037985,0.08973852902962015,134000
358,False,1,0.4705378675243466,0.02946213247565338,130000
359,False,1,0.4392919715025325,0.06070802849746748,280000
360,False,1,0.3942458521572834,0.10575414784271658,156000
361,False,1,0.3932265205935928,0.10677347940640719,145000
362,False,1,0.47335258147933423,0.026647418520665767,198500
363,False,1,0.4645372968918693,0.03546270310813071,118000
364,False,1,0.3996331177068368,0.1003668822931632,190000
365,False,1,0.41649653395428293,0.08350346604571707,147000
366,False,1,0.4290637844089506,0.0709362155910494,159000
367,False,1,0.4391377951966998,0.06086220480330018,165000
368,False,1,0.3995847723685225,0.10041522763147748,132000
369,False,1,0.4467672709214195,0.05323272907858051,162000
370,False,1,0.38804091057571805,0.11195908942428195,172400
371,False,1,0.4206454218281639,0.07935457817183611,134432
372,False,1,0.43826327211774735,0.06173672788225265,125000
373,False,1,0.4039775392201597,0.09602246077984028,123000
374,False,1,0.38181636072468184,0.11818363927531816,219500
375,False,1,0.4882308959285706,0.011769104071429393,61000
376,False,1,0.3787611327533877,0.12123886724661231,148000
377,False,1,0.4495015148248532,0.05049848517514682,340000
378,False,1,0.4767147309613931,0.023285269038606893,394432
379,False,1,0.37280444327296897,0.12719555672703103,179000
380,False,1,0.4360832516575839,0.06391674834241612,127000
381,False,1,0.39796175900327796,0.10203824099672204,187750
382,False,1,0.38185657755166846,0.11814342244833154,213500
383,False,1,0.4118189118179323,0.08818108818206771,76000
384,False,1,0.4673395780811959,0.03266042191880408,240000
385,False,1,0.42541403032338415,0.07458596967661585,192000
386,False,1,0.45602971176826235,0.04397028823173765,81000
387,False,1,0.3924113507966144,0.10758864920338562,125000
388,False,1,0.3802827172260943,0.1197172827739057,191000
389,False,1,0.4474839291805755,0.0525160708194245,426000
390,False,1,0.44155270246032674,0.05844729753967326,119000
391,False,1,0.3947864380766589,0.10521356192334108,215000
392,False,1,0.4267819959940325,0.07321800400596751,106500
393,False,1,0.43627094328971966,0.06372905671028034,100000
394,False,1,0.39017034434598774,0.10982965565401226,109000
395,False,1,0.38320773168526223,0.11679226831473777,129000
396,False,1,0.3858732721290762,0.11412672787092382,123000
397,False,1,0.4057005640276772,0.09429943597232282,169500
398,False,1,0.42987028163398205,0.07012971836601795,67000
399,False,1,0.40157135152298423,0.09842864847701577,241000
400,False,1,0.46704766471289527,0.03295233528710473,245500
401,False,1,0.37955482630202586,0.12044517369797414,164990
402,False,1,0.41070003655707193,0.08929996344292807,108000
403,False,1,0.43230025192369387,0.06769974807630613,258000
404,False,1,0.3683103777067025,0.1316896222932975,168000
405,False,1,0.3901665134991413,0.10983348650085872,150000
406,False,1,0.4323539606437301,0.0676460393562699,115000
407,False,1,0.4284246994215613,0.0715753005784387,177000
408,False,1,0.42077948313619007,0.07922051686380993,280000
409,False,1,0.40634357494194673,0.09365642505805327,339750
410,False,1,0.39857106784152646,0.10142893215847354,60000
411,False,1,0.45263962549702336,0.04736037450297664,145000
412,False,1,0.41770567740512354,0.08229432259487646,222000
413,False,1,0.43017283658581784,0.06982716341418216,115000
414,False,1,0.46159921652551705,0.03840078347448295,228000
415,False,1,0.38119267141719054,0.11880732858280946,181134
416,False,1,0.3853078413606348,0.11469215863936522,149500
417,True,-1,0.5031313405398252,-0.0031313405398252225,239000
418,False,1,0.4031056756772184,0.09689432432278161,126000
419,False,1,0.4002373740133693,0.09976262598663072,142000
420,False,1,0.48980588435878014,0.010194115641219859,206300
421,False,1,0.43661220172344756,0.06338779827655244,215000
422,False,1,0.4150506589589327,0.08494934104106733,113000
423,False,1,0.4226338987959293,0.07736610120407073,315000
424,False,1,0.3761739997785957,0.12382600022140428,139000
425,False,1,0.4388575342403686,0.06114246575963139,135000
426,False,1,0.46674434833527695,0.03325565166472305,275000
427,False,1,0.37251777114184953,0.12748222885815047,109008
428,False,1,0.38529285353250275,0.11470714646749725,195400
429,False,1,0.4205213475209385,0.0794786524790615,175000
430,False,1,0.42935463140885777,0.07064536859114223,85400
431,False,1,0.41725750448019716,0.08274249551980284,79900
432,False,1,0.42736253765660903,0.07263746234339097,122500
433,False,1,0.37025188106389684,0.12974811893610316,181000
434,False,1,0.4766116949695686,0.023388305030431378,81000
435,False,1,0.39634515226935324,0.10365484773064676,212000
436,False,1,0.41419267641285007,0.08580732358714993,116000
437,False,1,0.44181205960939635,0.058187940390603654,119000
438,False,1,0.42346702187967644,0.07653297812032356,90350
439,False,1,0.42828145801295603,0.07171854198704397,110000
440,True,-1,0.5316353463327766,-0.03163534633277665,555000
441,False,1,0.4851593108739099,0.0148406891260901,118000
442,False,1,0.39661259522904807,0.10338740477095193,162900
443,False,1,0.40420902463741926,0.09579097536258074,172500
444,False,1,0.38387916551155443,0.11612083448844557,210000
445,False,1,0.3990374608278522,0.10096253917214781,127500
446,False,1,0.4445235600978473,0.055476439902152674,190000
447,False,1,0.3977498235835152,0.10225017641648482,199900
448,False,1,0.40171273264729523,0.09828726735270477,119500
449,False,1,0.4152487216239313,0.08475127837606872,120000
450,False,1,0.4099778355143919,0.09002216448560812,110000
451,False,1,0.44981887043533686,0.05018112956466314,280000
452,False,1,0.38562420106671247,0.11437579893328753,204000
453,False,1,0.3875171818042567,0.1124828181957433,210000
454,False,1,0.47411527106878404,0.02588472893121596,188000
455,False,1,0.3843671437595973,0.1156328562404027,175500
456,False,1,0.4428620784404137,0.0571379215595863,98000
457,False,1,0.4638731540005787,0.036126845999421286,256000
458,False,1,0.41446481360968607,0.08553518639031393,161000
459,False,1,0.4149603346275379,0.0850396653724621,110000
460,False,1,0.41803771124236705,0.08196228875763295,263435
461,False,1,0.4296868582410821,0.0703131417589179,155000
462,False,1,0.42045999428523034,0.07954000571476966,62383
463,False,1,0.3958340869607243,0.10416591303927569,188700
464,False,1,0.4060844434671939,0.09391555653280609,124000
465,False,1,0.39390667420723435,0.10609332579276565,178740
466,False,1,0.39584720413492014,0.10415279586507986,167000
467,False,1,0.4186930176090137,0.08130698239098633,146500
468,False,1,0.40284435547999686,0.09715564452000314,250000
469,False,1,0.3706597950342131,0.1293402049657869,187000
470,False,1,0.4717891182448058,0.028210881755194206,212000
471,False,1,0.41627529620541004,0.08372470379458996,190000
472,False,1,0.41419121136607073,0.08580878863392927,148000
473,False,1,0.4280157905479449,0.07198420945205508,440000
474,False,1,0.398743212864956,0.10125678713504399,251000
475,False,1,0.4008188257200713,0.09918117427992867,132500
476,False,1,0.37439755968154426,0.12560244031845574,208900
477,False,1,0.4896051121910538,0.010394887808946207,380000
478,False,1,0.4087584766929305,0.09124152330706953,297000
479,False,1,0.4147660631662327,0.08523393683376729,89471
480,False,1,0.4534700619915681,0.046529938008431915,326000
481,False,1,0.43634884583260636,0.06365115416739364,374000
482,False,1,0.4498994445082883,0.05010055549171172,155000
483,False,1,0.3954372618818098,0.10456273811819022,164000
484,False,1,0.3896114694540039,0.11038853054599612,132500
485,False,1,0.4006177730732788,0.09938222692672122,147000
486,False,1,0.3841107450519149,0.11588925494808511,156000
487,False,1,0.40707603279353205,0.09292396720646795,175000
488,False,1,0.48474184933594616,0.015258150664053838,160000
489,False,1,0.4601963807183804,0.03980361928161957,86000
490,False,1,0.41535970618994267,0.08464029381005733,115000
491,False,1,0.440647262850234,0.05935273714976602,133000
492,False,1,0.39681385097680055,0.10318614902319945,172785
493,False,1,0.39447638418689446,0.10552361581310554,155000
494,False,1,0.4490484624026401,0.050951537597359875,91300
495,False,1,0.4818066868854233,0.018193313114576726,34900
496,True,-1,0.5489496781350877,-0.04894967813508766,430000
497,False,1,0.42879202613511763,0.07120797386488237,184000
498,False,1,0.3770405887704064,0.12295941122959358,130000
499,False,1,0.4589467311478211,0.041053268852178915,120000
500,False,1,0.41671177405869636,0.08328822594130364,113000
501,False,1,0.3869937427909231,0.11300625720907692,226700
502,False,1,0.4130809140033371,0.08691908599666293,140000
503,False,1,0.46322688651962635,0.036773113480373654,289000
504,False,1,0.45340708727469525,0.04659291272530475,147000
505,False,1,0.4589632954381677,0.04103670456183228,124500
506,False,1,0.38357741116367344,0.11642258883632656,215000
507,False,1,0.40205029128222447,0.09794970871777553,208300
508,False,1,0.4340886980166614,0.06591130198333861,161000
509,False,1,0.3914371571310066,0.10856284286899343,124500
510,False,1,0.49523760310942727,0.004762396890572729,164900
511,False,1,0.39926906360685366,0.10073093639314634,202665
512,False,1,0.3874895690478469,0.11251043095215307,129900
513,False,1,0.39928728575997013,0.10071271424002987,134000
514,False,1,0.4143528329278342,0.0856471670721658,96500
